,CVE_ENT,DOMINIO,SITUACION_CONYUGAL,MATERIAL_PISOS,CUARTOS_DORMIR,CUARTOS_TOTAL,FOCOS,AGUA,DRENAJE,NUM_RESIDENTES,NUM_HOGARES,BIENES_DE_VIVIENDA,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRADO_ESCOLAR,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,VERIF_SITUACION_PAREJA,ENTREVISTADA_TRABAJA,PAREJA_TRABAJA,PAREJA_GANANCIAS,PAREJA_GANANCIAS_FRECUENCIA,PAREJA_APORTA_PARA_GASTO,PAREJA_CUANTO_APORTA_GASTO,LIBERTAD_USAR_DINERO,FUENTES_DE_DINERO,PROPIEDADES_DEL_HOGAR,NUM_EMBARAZOS,NACIO_VIV,NACIO_MUERT,ABORTO,ANIO_PARTO,MES_PARTO,DONDE_ATENDIO_PARTO,P10_8_abuso,P10_8_atencion,SERVICIOS_MEDICOS_AFILIADA,DONDE_CONSULTAS_PRENATALES
FUENTES_DE_DINERO,0.004134220586153226,0.027835197508140962,0.0007079144839302831,0.003695313606116346,0.002746708197649683,0.013521166643069505,0.0,0.0012459294917174235,0.0019113691066119376,0.02412572561234603,0.00043890698003679063,0.012147812544244619,0.002576808721506496,0.014200764547642608,0.000921201814059014,0.0006027122049221178,0.004374911510689516,0.0041059040067959575,0.0007928642220020432,0.0047430270423332475,0.003950162820331315,0.02575392892538586,0.0030581947743468117,0.0056066827127282835,0.0,1.082019648701582e-06,0.000134151015714834,0.0,0.11679703001135588,0.004686393883618889,,0.0128415687384964,0.008353390910378034,0.0003964321110009994,0.0,0.003270564915758123,0.014852045872858599,0.0037802633441880395,0.002336117796970116,0.0010618717258954913,0.0015007787059323264,0.003114823729293459,0.0067251875973382
PROPIEDADES_DEL_HOGAR,0.01815092736797399,0.050035395724196484,0.0021095851621123706,0.015574118646467494,0.01311057624238987,0.027877672377176844,1.9096512784316821,0.002888291094435824,0.005535891264335247,0.025626504318278332,8.494973807164908e-05,0.1231346453348435,0.02622115248477992,0.022270989664448494,0.007284580498866244,0.009672095859941155,0.02109585162112417,0.018150927367973902,0.00048138184907264847,0.00301571570154322,0.0095568455330596,0.005167775732691537,0.014058788598574835,0.008410024069092437,0.0,0.0,0.0007474128018397863,5.980414143680335e-05,9.824318611053595e-05,0.04793996885176275,0.009486054084666606,,0.011000991080277522,0.0019538439756477287,0.0009769219878238643,0.004856293359762098,0.031785360328472345,0.03429137760158575,0.008197649723913347,0.007418943791589983,0.009132096842701443,0.006257964037944208,0.018887158431261476
NUM_EMBARAZOS,0.0035820472886875622,0.0035820472886874954,-0.0005804898768229316,0.003100665439614891,0.005224408891405874,0.006668554438623797,0.0,0.001090188305252715,0.0033838312331870624,0.01768370380857991,0.0,0.007772901033555124,0.0026900750389353247,0.022695738354806715,0.0024234693877551285,0.0019516395207002546,0.02292227098966444,0.01135494832224262,4.247486903583564e-05,0.0012600877813959467,0.002279484638255691,0.00041059040067963347,0.0018705463182897785,0.0022370097692198778,0.0,0.0,0.0,0.0,7.190189800443392e-06,0.0015574118646467737,0.002293642927934303,0.004587285855868606,,0.28250035395724193,0.013591958091462564,0.16972957666713856,0.06965878521874562,0.011793855302279499,0.0013591958091462742,0.0017981027891830648,0.00152909528528955,0.0012600877813959467,0.006583604700552148
NACIO_VIV,0.0027750247770069957,0.020897635565623608,0.0012600877813959243,0.004304120062296435,0.008990513945915301,0.019580914625513236,0.0,0.0014724621265751249,0.005634999292085529,0.07004105904006794,0.0011185048846099166,0.011822171881636678,0.007829534192269639,0.02602293642927933,0.0029336734693877985,0.009858649637655125,0.03981311057624237,0.0057624238991929476,7.07914483930594e-05,0.0006229647458587007,0.002590967011184997,0.00042474869035824536,0.0014251781472684355,0.0028741328047571903,0.0,0.0,0.0003449597546952843,0.00014951035359200837,0.0002898291581349355,0.0028599745150786225,0.004474019538439777,0.008693189862664607,0.2184340931615461,,0.02711312473453207,0.12694322525838875,0.10695172023219597,0.013832649015998889,0.0035537307093303607,0.0021520600311482063,0.002477700693756213,0.0013591958091462076,0.0079428005096984
NACIO_MUERT,8.494973807167127e-05,0.0031856151776864738,-0.0002690075038935591,0.00043890698003679063,0.0007928642220019321,0.003936004530652704,0.0,7.07914483930372e-05,5.6633158714425315e-05,0.0006654396148945363,0.0,0.0008778139600736035,0.00209542687243387,0.0015857284440039532,0.00022675736961457192,0.00035875726483460826,0.0006371230355373125,0.0002548492142149028,0.0,0.0,0.00024069092453629092,0.0001415828967861188,-0.00019299287410925458,0.0,0.0,0.0,0.0,0.0,2.8978061661599776e-05,0.0001982160555005441,0.0010901883052527594,0.0012317712020387893,0.004233328613903464,0.016720940110434658,,0.007135777998017789,0.0017556279201472957,0.0023219595072915267,9.910802775026095e-05,0.003454622681580077,0.0008211808013592226,0.0005096984284298056,0.0013450375194676179
ABORTO,0.00033979895228661847,0.0021662183208267737,-0.0008353390910378789,0.00031148237292935035,0.0028599745150785115,0.0017981027891830648,0.0,2.8316579357201555e-05,2.831657935722376e-05,0.002350276086648706,7.07914483930594e-05,0.01572985983293216,0.0037944216338666958,0.014384822313464496,0.0016156462585034336,0.0007031642390758375,0.002704233328613914,0.003029873991221832,5.663315871444752e-05,0.0007079144839303497,0.0004813818490726041,0.0007503893529662075,0.00035629453681713664,0.00036811553164379786,0.0,0.0,0.0003449597546952843,0.0,0.00010729430335276735,0.0008919722497522598,0.000622964745858745,0.0013167209401104385,0.068384539147671,0.05768087215064417,0.0102081268582755,,0.003553730709330338,0.005167775732691515,0.0005663315871442754,0.0009061305394308716,0.0020671102930766238,0.001245929491717357,0.003029873991221832
ANIO_PARTO,0.021478125442446584,0.03065269715418375,0.0018830525272546471,0.019680022653263452,0.022186039926376844,0.06412289395441033,0.0,0.008381707489735235,0.008254282882627795,0.03930341214781252,0.0007503893529661632,0.05623672660342627,0.013322950587569072,0.058048987682287945,0.01004818594104311,0.01737820190858865,0.042658926801642336,0.03594789749398271,0.0006088064561800888,0.007164094577375035,0.01193543819906553,0.006498654962480588,0.02182304038004752,0.035862947755911055,0.00024251069900143029,1.163225230791376e-05,0.0007282483710233878,4.485310607760251e-05,0.00039586892905927316,0.022724054934163983,0.020586153192694346,0.03923262069941953,0.032804757185332024,0.022993062438057453,0.002293642927934281,0.015262636273538077,,0.10199631884468356,0.021633866628911248,0.016536882344612813,0.02023219595072916,0.013167209401104297,0.039558261362027426
MES_PARTO,0.19678606824295633,0.0928217471329463,0.002944924253150161,0.06031431403086505,0.07049412430978334,0.19125017697862098,0.0,0.05657652555571289,0.07428854594365,0.10965595356080984,0.005847373637264619,0.17485487753079426,0.029194393317287327,0.19566756335834629,0.030994897959183733,0.07103393843725334,0.0995752513096418,0.08330737646892253,0.003199773467365152,0.01604134220586151,0.05326348577091884,0.019864080419085405,0.03200712589073636,0.04329604983717965,0.0021398002853067143,0.20000810093655974,0.018934457646607884,0.0016745159602302717,0.1754915392021428,0.07563358346311769,0.06139034404643921,0.13557978196233894,0.02303553730709331,0.027778564349426584,0.010562084100240687,0.023644343763273335,0.21960923120487047,,0.039600736231063305,0.04905847373637269,0.05085657652555573,0.03971400254849209,0.11522016140450231
DONDE_ATENDIO_PARTO,0.03546651564491014,0.0254141299730992,0.003001557411864608,0.005974798244372059,0.004785501911369061,0.011468214639671515,0.0,0.0016282033130397666,0.002180376610505452,0.01081693331445559,9.910802775028315e-05,0.01616876681296895,0.006088064561800999,0.017358063145971925,0.005385487528344712,0.0017076845806127227,0.010052385671810837,0.012827410448817744,0.0001415828967861188,0.0025060172731133923,0.003794421633866607,0.0013450375194676845,0.01198040380047507,0.0021237434517910048,0.0,0.0,0.0004024530471444798,7.475517679600419e-05,2.642095902904984e-05,0.0037802633441880395,0.0029732408325074287,0.007971117089055646,0.003497097550615913,0.00015574118646468626,4.247486903583564e-05,0.004516494407475524,0.022299306243805807,0.024437207985275388,,0.0030723488602576675,0.011156732266742164,0.06388220302987394,0.346056916324508
P10_8_abuso,0.01595639246778995,0.024932748124026592,-2.831657935726817e-05,0.0057624238991929476,0.0024635424040775344,0.04114398980603142,0.0,0.00042474869035820096,0.0009910802775024764,0.007787059323233736,0.0,0.02232762282316294,0.00208126858275528,0.010236443437632702,0.0030187074829932437,0.002052091554853974,0.013790174146963041,0.00301571570154322,5.663315871444752e-05,0.0014583038368964907,0.022483364009627627,0.00045306526971546914,0.0018408551068883837,0.0016565198923969905,0.0,0.0,0.0,0.0,0.0,0.008636556703950204,0.0014016706781820876,0.11108594081834915,0.002024635424040788,0.0,0.0003397989522865741,0.0011043465949312826,0.013521166643069548,0.01776865354665158,0.00984001132663177,,0.09402520175562794,0.0025484921421491612,0.05853036953136057
P10_8_atencion,0.0038935296616169346,0.007971117089055579,0.0003256406626078956,0.008594081834914346,0.011553164377743097,0.04861956675633581,0.0,0.002137901741469639,0.0003397989522865741,0.0034263061022228314,0.0,0.07506725187597336,0.0003822738213224319,0.010618717258955112,0.0015731292517007223,0.005094353160651477,0.008537448676199922,0.004346594931332248,-2.831657935722376e-05,0.0004955401387511937,0.002803341356364131,0.0002123743451791782,0.00944180522565321,0.0006512813252159023,0.0,0.0,0.0,0.0,0.0,0.0017556279201472735,0.0013591958091462742,0.004898768228797978,0.007985275378734258,0.0,0.00029732408325073846,0.00065128132521588,0.00645618009344473,0.006795979045731282,0.014469772051536189,0.1159988673368257,,0.0011609797536457078,0.0030723488602576454
SERVICIOS_MEDICOS_AFILIADA,0.03509840011326637,0.05010618717258952,0.002237009769219833,0.015531643777431658,0.010477134362169016,0.026858275520317165,0.0,0.0043182783519750915,0.005309358629477545,0.02643352682995894,0.00011326631742887283,0.05449525697295763,0.015489168908395957,0.038241540421917006,0.010218253968253998,0.008394919997129935,0.02909528528953702,0.01401670678182072,0.0008494973807164685,0.006696871017981021,0.007305677474161087,0.011411581480957134,0.012841448931116384,0.09695596771909953,0.0,3.1587739095750857e-05,0.027520122652357214,0.0,0.0020606030224513015,0.013790174146963086,0.014922837321251613,0.031134079003256442,0.004020954268724353,0.001628203313039789,0.00016989947614327595,0.0038510547925810325,0.05306526971541845,0.05627920147246215,0.07796970126008777,0.01775449525697297,0.01571570154325359,,0.08843267733257817
DONDE_CONSULTAS_PRENATALES,0.028444003964321164,0.049893812827410414,0.002987399122185974,0.01543253574968142,0.011539006088064529,0.05707206569446412,0.0,0.006427863514087528,0.007787059323233758,0.025357496814384796,0.0005096984284298278,0.06587852187455753,0.015687384963896413,0.049285006371230344,0.012329931972789154,0.008122264475855623,0.04556137618575675,0.01441313889282172,0.00024069092453633535,0.004502336117796957,0.008523290386521287,0.004318278351975157,0.010213776722090274,0.011921279909386916,0.0,0.0,5.749329244919554e-05,0.00037377588397997653,0.014321377986702832,0.015135211666430703,0.011878805040351126,0.02980319977346737,0.010703666997026785,0.0013875123885034757,0.000438906980036835,0.011808013591958044,0.05949313322950593,0.06105054509415264,0.2875548633725046,0.019071216197083407,0.011850488460993925,0.08732833073764686,
