,CVE_ENT,SITUACION_CONYUGAL,MATERIAL_PISOS,CUARTOS_DORMIR,CUARTOS_TOTAL,FOCOS,AGUA,DRENAJE,NUM_RESIDENTES,NUM_HOGARES,BIENES_DE_VIVIENDA,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRADO_ESCOLAR,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,VERIF_SITUACION_PAREJA,ENTREVISTADA_TRABAJA,PAREJA_TRABAJA,PAREJA_GANANCIAS,PAREJA_GANANCIAS_FRECUENCIA,PAREJA_APORTA_PARA_GASTO,PAREJA_CUANTO_APORTA_GASTO,LIBERTAD_USAR_DINERO,FUENTES_DE_DINERO,PROPIEDADES_DEL_HOGAR,NUM_EMBARAZOS,NACIO_VIV,NACIO_MUERT,ABORTO,ANIO_PARTO,MES_PARTO,DONDE_ATENDIO_PARTO,P10_8_abuso,P10_8_atencion,SERVICIOS_MEDICOS_AFILIADA,DONDE_CONSULTAS_PRENATALES
BIENES_DE_VIVIENDA,0.03240919836664515,0.009800128949065123,0.04594885020416935,0.0030947775628626718,0.02411347517730491,0.0,0.12525252525252523,0.021018697614442305,0.024629271437782107,0.00012894906511926597,,0.03511712873414996,0.0201160541586074,0.010625941062594114,0.006267682263329721,0.0322372662798194,0.011132602621964338,0.0030517945411562496,0.013195787663872749,0.015903718031377623,0.04461637653127015,0.014662236987818388,0.024070492155598554,0.00012978585334197935,0.0,0.0020874471086036904,0.0004011589034989882,0.0,0.05514721684934454,0.001418439716312081,0.219471308833011,0.0029228454760369836,0.003567590801633336,0.0011605415860735046,0.0024930152589726974,0.03666451751558138,0.020116054158607354,0.007693960885450268,0.026391575327745564,0.026434558349451964,0.06339995701697834,0.026692456479690495
PAREN,8.596604341284397e-05,0.09284332688588007,0.00034386417365137587,0.01083172147001934,0.01749408983451528,0.0,0.0006447453255963298,0.0,0.08699763593380616,0.04736728992048143,0.004857081452826128,,0.11648398882441438,0.1581415358141536,0.12483133841131666,0.0012035246077798823,0.0,0.0,0.0008166774124221066,0.004728132387706863,0.0,0.008416389811738645,0.008682570384698085,0.0,0.0,0.0,0.0,0.0,0.00429830217064262,0.007350096711798826,0.009155383623468748,0.00042983021706421987,0.0009886094992478168,0.0,0.00021491510853210993,0.004126370083816932,0.00021491510853210993,0.00021491510853210993,0.0012035246077799489,0.00012894906511926597,0.012465076294863575,0.00012894906511926597
EDAD,0.004083387062110466,0.011476466795615713,0.0024930152589727195,0.003352675693101226,0.03167848699763589,0.0,0.010015044057597188,0.0042123361272297325,0.096969696969697,0.013410702772404904,0.006447453255963897,0.07900279389641088,,0.03187782318778236,0.03599564744287269,0.03589082312486565,0.030217064259617454,0.0009886094992478168,0.004556200300881152,0.008209757145927376,0.0006447453255963964,0.08695459579180512,0.01061680636148723,0.0005191434133679174,0.0,0.00011283497884342352,0.0,0.0,0.0317644530410488,0.011519449817322136,0.00378250591016549,0.00378250591016549,0.010229959166129366,0.00047281323877068626,0.002106168063614877,0.005974640017193255,0.0030517945411562496,0.015946701053084045,0.012078229099505733,0.0022781001504405874,0.043928648183967356,0.005415860735009681
RES_MADRE,4.2983021706421984e-05,0.004771115409413285,0.0,0.0,0.01147646679561567,0.0,0.00030088115194495393,0.0,0.0025359982806791416,0.0007736943907157068,0.001891252955082745,0.10887599398237693,0.00859660434128522,,0.06637649619151251,0.0013754566946055924,0.0,0.0,0.0,0.0007307113690092848,0.0,0.00022148394241416902,0.0018482699333763452,0.0,0.0,0.0,0.0005794517494985385,0.0,0.0020631850419084554,0.0,-4.2983021706421984e-05,0.00017193208682568794,0.0,0.0,0.0,0.00021491510853217656,0.0,0.0,0.0,0.00038684719535779787,0.05295508274231682,0.0
RES_PADRE,0.0005587792821835525,0.0030517945411562275,8.596604341284397e-05,0.00017193208682568794,0.003094777562862627,0.0,0.00098860949924775,0.0,0.010487857296367965,0.0012465076294863487,0.0,0.08123791102514502,0.009542230818826592,0.07050978705097874,,0.010401891252955032,0.0,0.0,0.0005587792821835303,0.0,0.0004298302170642865,0.0001328903654485014,0.0014184397163121032,0.0,0.0,0.0,0.0,0.0,0.0024930152589727195,0.0,0.0003008811519449983,0.0,0.0,0.0,0.00034386417365137587,0.0016763378465506351,0.0,8.596604341284397e-05,0.0059316569954868115,0.0009456264775413725,0.005673758865248258,0.00030088115194495393
ESCOLARIDAD,0.01156243283902858,0.012164195142918555,0.0012894906511927927,0.00012894906511926597,0.01611863313990971,0.0,0.002106168063614833,0.0009026434558349727,0.009370298732000881,0.0003008811519449761,0.00666236836449603,0.005286911669890348,0.018310767246937497,0.0006022800602280443,0.014189336235038064,,0.41500107457554264,0.04246722544594883,0.015817751987964757,0.0009456264775413947,0.0008166774124221288,0.001993355481727588,0.013539651837524235,0.00021630975556996557,0.0,0.00039492242595204894,0.0,0.0,0.017451106812808946,0.0009026434558349506,0.0009886094992478168,0.0014614227380184586,0.0011175585643670826,0.0014614227380184586,0.0,0.0018052869116699454,4.2983021706421984e-05,0.0011175585643670826,0.0024070492155598977,0.0008166774124221288,0.02286696754781865,0.008424672254459508
GRADO_ESCOLAR,0.0022351171287341653,0.013281753707285616,0.00017193208682568794,0.00025789813023853193,0.0069632495164409615,0.0,0.002364066193853409,0.002192134107027721,0.005372877713303237,0.00042983021706421987,0.0020631850419084554,0.01611863313990969,0.007350096711798893,0.0070552807055281,0.000609357997823734,0.3885665162260906,,0.016075650118203312,0.0016763378465505907,0.0029658284977434057,0.003524607779926936,0.0015060908084163715,0.003352675693101248,0.0006921912178238898,0.0,0.00011283497884342352,4.457321149988758e-05,0.0,0.015387921770900514,0.00017193208682568794,0.00356759080163338,0.00030088115194495393,0.0006447453255964186,0.0,0.0,0.016075650118203378,0.0026649473457984072,0.0012465076294863487,0.0019342359767892114,0.003137760584569116,0.018955512572533872,0.0017623038899634348
ALFABETISMO,0.0,0.0018052869116698567,0.0,0.0,0.00012894906511926597,0.0,0.0,0.00042983021706421987,0.00034386417365137587,0.0,0.0010745755426606607,4.2983021706399785e-05,0.0003868471953579089,0.0008173800817380394,0.0,0.026907371588222605,0.008553621319578753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2983021706421984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001160541586073549,0.0,0.0,0.0,0.0,0.0016333548248442353,0.0
ASISTENCIA_ESC,0.0,0.0008596604341285285,0.0,0.0,0.0015044057597248584,0.0,0.0,0.0,0.0,0.0,8.596604341284397e-05,0.0037395228884590237,0.0005157962604771749,4.302000430200792e-05,0.0,0.003094777562862605,0.00021491510853210993,0.0,,0.0,0.0,0.0,0.0005587792821835968,0.0,0.0,0.0,0.0,0.0,0.00017193208682568794,0.00017193208682568794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.298302170644419e-05,0.0,0.001117558564367105,0.0
PERT_INDIGENA,0.08897485493230176,0.0007307113690092181,0.0,0.0,0.0008166774124220399,0.0,0.0012035246077799044,0.0,0.0007307113690092404,0.0,0.00012894906511926597,0.0014614227380184363,-4.2983021706421984e-05,0.0,0.0,0.000859660434128462,0.0,0.0,0.0,,0.11910595314850633,0.0,0.003997421018697644,0.0,0.0,0.0,0.0,0.0,0.002106168063614877,0.0013754566946056145,0.00021491510853210993,0.0,0.0,0.0,0.0,0.0003438641736514647,0.00042983021706421987,0.0,0.00025789813023859855,0.00012894906511926597,0.003094777562862694,0.0004728132387707085
LENG_INDIGENA,0.018310767246937455,0.0017623038899634569,0.0026219643240919855,0.0,0.0011605415860734825,0.0,0.0009456264775413281,0.00017193208682568794,0.0005587792821835525,0.0,0.024887169568020617,0.00012894906511924377,4.298302170644419e-05,0.0003871800387180713,0.0,4.298302170637758e-05,0.0,0.0,0.0,0.16389426176660218,,0.0001328903654485014,0.0006877283473028406,0.0,0.0,0.0007898448519040979,0.0,0.0,0.01117558564367076,0.016290565226735443,0.034730281538792186,0.0,0.0,0.0,0.0,0.00025789813023864295,0.0,0.0,0.0003008811519450427,0.00021491510853210993,0.03748119492800348,0.0
VERIF_SITUACION_PAREJA,0.0649043627767032,-0.001160541586073527,0.0,0.0,0.0027079303675048073,0.0,0.01882656350741454,0.00047281323877066404,0.0067913174296152954,0.0,0.0008596604341285508,0.005888673973780301,0.1371588222652053,0.0007743600774360315,0.0,0.0032667096496883374,0.012422093273157108,0.0,0.0,0.00047281323877066404,0.00042983021706421987,,0.0047711154094133065,0.0,0.0,0.00011283497884342352,0.0,0.0,0.0058456909520739455,0.0008596604341285508,0.002664947345798452,0.0,0.00012894906511926597,0.00021491510853210993,0.00017193208682568794,0.01151944981732218,0.00021491510853213213,0.00025789813023853193,0.001289490651192815,0.007693960885450224,0.0161616161616162,0.0004298302170642421
ENTREVISTADA_TRABAJA,0.00017193208682568794,0.0008596604341285063,0.022609069417580074,0.0,0.0014614227380184586,0.0,0.08218353750268641,0.0002578981302385541,0.027337201805286936,0.0,0.00038684719535784227,0.00747904577691807,0.0004728132387707529,0.00038718003871804905,0.00034820457018494013,0.002578981302385519,0.0,0.0,0.0,0.0,0.0,0.00035437430786267043,,0.0,0.0,0.0,0.0015154891909961777,0.0,0.059273586933161405,0.0,0.0036105738233397798,0.001934235976789167,0.0,0.0,0.0,0.005544809800129014,0.00012894906511926597,0.0,0.006318504190844653,0.00025789813023853193,0.016849344508918996,0.0
PAREJA_TRABAJA,0.0,0.04100580270793035,0.0,0.0,0.0005157962604770639,0.0,0.0021921341070276767,0.00021491510853210993,0.00025789813023853193,0.0,0.0006877283473028628,0.0017623038899634124,0.0009886094992478168,0.0003871800387180713,0.0,0.0024930152589726752,0.0,0.0,0.0,0.0,0.0,0.0,0.004556200300881175,,0.0,0.0,0.0,0.0,0.02578981302385559,0.0,0.0,0.0,0.0,0.0,0.0,0.00012894906511933256,0.00012894906511926597,0.0,0.00021491510853222096,0.0,0.010444874274661564,0.0005587792821835525
PAREJA_GANANCIAS,0.06047711154094133,0.10298732000859659,0.0077369439071566905,0.006318504190844632,0.06357188910380399,0.0,0.04453041048785726,0.010401891252955075,0.04878572963679344,0.0006447453255964186,0.08098001289490649,0.026950354609929027,0.007607994842037424,0.020477522047752238,0.004874863982589761,0.06352890608209752,0.007092198581560271,0.0017623038899634569,0.0038254889318719123,0.023769611003653556,0.010186976144422943,0.06573643410852711,0.046851493660004316,0.18511788881678565,,0.2512834978843442,0.010162692221974589,0.0,0.20171932086825706,0.004771115409413262,0.04745325596389427,0.004599183322587597,0.003438641736514092,0.0008166774124221066,0.003352675693101226,0.028153879217709045,0.035074145712443584,0.01517300666236836,0.05514721684934454,0.013453685794111348,0.19484203739522893,0.023683644960240714
PAREJA_GANANCIAS_FRECUENCIA,0.00300881151944985,0.006619385342789585,8.596604341284397e-05,0.00012894906511926597,0.03718031377605842,0.0,0.01504405759724905,0.00021491510853210993,0.018310767246937476,0.0,0.03567590801633356,0.0006447453255963298,0.00017193208682573236,0.0017208001720800503,8.705114254623503e-05,0.04341285192349018,0.0006447453255963964,0.0,0.0,0.0,0.0,0.02374307862679954,0.014270363206533455,0.0,0.0,,0.0,0.0,0.13978078658929727,8.596604341284397e-05,0.018826563507414608,0.0,8.596604341284397e-05,0.0,8.596604341284397e-05,0.0004298302170643309,0.0027079303675048294,4.2983021706421984e-05,0.028153879217709066,0.003180743606275538,0.0969267139479906,0.0006877283473028628
PAREJA_APORTA_PARA_GASTO,0.0,0.03142058886739736,0.0,0.0,0.004685149366000374,0.0,0.0,0.0,-0.00021491510853210993,0.0,0.00021491510853210993,0.0015903718031377023,0.00017193208682577676,0.001032480103248057,0.0,0.00047281323877064186,0.0,0.0,0.0,0.0,0.0,0.0,0.018740597464001717,0.0,0.0,0.0,,0.0,0.0017623038899634569,0.0,0.0,0.0,0.0008166774124221288,0.0,0.0,0.00021491510853222096,0.0,0.0,0.0,0.0,0.0019772189984956336,0.0
PAREJA_CUANTO_APORTA_GASTO,0.07388781431334623,0.028669675478186107,0.0065764023210831855,0.0006877283473028406,0.06958951214270356,0.0,0.07019127444659357,0.006275521169138187,0.011992263056092845,0.0003868471953578201,0.039286481839673294,0.015860735009671157,0.013152804642166394,0.014755861475586185,0.0028291621327529715,0.06791317429615298,0.003653556845046246,0.0022351171287341874,0.0021491510853212993,0.006576402321083164,0.008381689232753065,0.0135548172757475,0.02308188265635076,0.0,0.0,0.04614950634696755,0.08763093380878093,,0.09507844401461425,0.0023640661938534313,0.017365140769396124,0.0016333548248441687,0.0021921341070277435,0.0024930152589726974,0.0014184397163120588,0.010831721470019384,0.021964324091983678,0.015044057597249093,0.01835375026864392,0.019944122071781645,0.11476466795615733,0.012035246077799266
LIBERTAD_USAR_DINERO,0.0005157962604771304,0.001418439716312081,0.0,0.0,0.002793896410917629,0.0,0.0018912529550827006,0.0,0.003696539866752624,0.0,0.00012894906511926597,0.0012035246077798823,0.001160541586073527,0.0006883200688320601,0.0,0.0010745755426606162,0.0,0.0,0.0,0.0,0.0,0.0,0.053470879002793945,0.0,0.0,0.0,0.0,0.0,,0.0,0.01117558564367076,0.0,0.0,0.0,0.0,0.0005587792821835968,0.0,0.0,0.0022781001504406095,0.0,0.005415860735009703,0.0
FUENTES_DE_DINERO,0.0011605415860735046,0.0003008811519449761,0.0002578981302385541,0.0,0.0014614227380184586,0.0,0.0010745755426606162,0.001848269933376323,0.024242424242424267,0.00021491510853210993,0.0,0.0020202020202019664,0.0004728132387707529,0.00017208001720803168,0.0,0.0015903718031377244,0.0005157962604771304,0.0006877283473028628,0.0003438641736513981,0.001977218998495589,0.010058027079303677,0.0,0.0016333548248442132,0.0,0.0,0.00028208744710858105,0.0,0.0,0.005200945626477526,,0.0003008811519449983,0.0,0.0,0.0,0.0,0.003653556845046224,0.0,0.0,0.0004298302170643309,0.0006447453255964186,0.0140124650762949,0.00047281323877068626
PROPIEDADES_DEL_HOGAR,0.003739522888459046,0.010358908231248654,0.0006447453255964186,0.0005157962604771304,0.010702772404900007,0.0,0.003180743606275449,0.0013754566946056368,0.004685149366000419,0.0,0.07032022351171288,0.011433483773909247,0.001117558564367105,0.0017208001720800503,0.002263329706202377,0.0020202020202019664,0.017236191704276815,4.2983021706421984e-05,4.2983021706421984e-05,0.0027938964109176733,0.0007736943907156845,0.0005758582502768395,0.00223511712873421,8.652390222798622e-05,0.0,0.0009590973201692554,0.0,0.0,0.04822695035460993,0.0011605415860735046,,0.0,0.0006447453255963964,0.0,0.00021491510853210993,0.002879862454330584,0.0012465076294863487,0.0004298302170642421,0.008725553406404508,0.0008166774124221066,0.02106168063614875,0.0030947775628626718
NUM_EMBARAZOS,0.0,0.002450032237266275,0.00025789813023853193,0.0,0.017107242639157506,0.0,0.00021491510853210993,0.00017193208682568794,0.003524607779926936,0.0,0.00021491510853210993,0.003438641736514025,0.0018482699333763676,8.604000860401584e-05,0.00013057671381935254,0.00034386417365137587,0.0,0.0,0.0,0.0,0.0,0.0,0.0006447453255964186,0.0,0.0,0.0,0.0,0.0,0.04624973135611434,0.0,4.2983021706421984e-05,,0.2705781216419514,0.006963249516441028,0.15620030088115194,0.02630560928433272,0.0,0.0003008811519449983,0.00025789813023864295,0.00012894906511926597,0.004642166344294018,0.00021491510853210993
NACIO_VIV,0.0007307113690092848,0.0022351171287341653,0.0,0.00047281323877068626,0.0061035890823124325,0.0,0.0006447453255963298,0.002879862454330517,0.068514936600043,0.00012894906511926597,0.0,0.003094777562862627,0.007779926928863157,0.0,0.000609357997823734,0.0012894906511927485,0.00012894906511926597,0.0,0.0,0.0004298302170642421,0.0,8.859357696566761e-05,0.0003868471953578645,0.0,0.0,0.0002820874471085588,0.0,0.0,0.02058886739737804,8.596604341284397e-05,0.0007736943907157068,0.2770255748979153,,0.011906297012679978,0.12056737588652482,0.07732645604986035,0.0,0.0,0.00021491510853219876,0.0003438641736514203,0.004169353105523377,0.0015044057597248806
NACIO_MUERT,0.0,0.0007307113690092404,0.0,0.0,0.0,0.0,8.596604341284397e-05,0.0,0.0003438641736513981,0.0,0.0,0.006189555125725299,0.0,0.0,0.0,0.0006447453255963298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012894906511926597,0.0,4.2983021706421984e-05,0.006275521169138187,0.008037825059101666,,0.0025789813023855412,0.0,0.0,0.0,0.0,0.0013324736728991926,0.00025789813023857633,0.0
ABORTO,0.0,0.006017623038899633,0.0,8.596604341284397e-05,4.2983021706421984e-05,0.0,0.0,0.0,0.0006877283473028406,0.0,0.0,0.0003868471953577757,0.0,0.0,0.0,-4.298302170644419e-05,0.0,0.0,0.0,0.00021491510853210993,0.00021491510853210993,0.0,0.003094777562862694,0.0,0.0,0.0,0.0,0.0,0.0021491510853213214,0.0,0.00017193208682568794,0.09078014184397162,0.047152374811949296,0.004513217279174753,,0.0003868471953579089,0.0,0.0,4.298302170644419e-05,0.0,0.000988609499247839,0.0017623038899634569
ANIO_PARTO,0.0076509778637438245,0.014442295293359119,0.0043842682140554645,0.0026649473457984072,0.026004728132387633,0.0,0.00760799484203738,0.004470234257468286,0.01805286911669892,0.0007736943907156845,0.001547388781431347,0.01904147861594665,0.008123791102514533,0.009679500967950094,0.0051360174102285105,0.00949924779712008,0.0027938964109176733,0.0004298302170642421,0.0012465076294863487,0.004814098431119707,0.0018052869116698567,0.013156146179401996,0.020975714592735905,0.0003460956089119449,0.0,0.000338504936530315,0.0,0.0,0.02166344294003868,0.012980872555340616,0.005802707930367523,0.02548893187191059,0.02755211691381907,0.0017623038899634569,0.002106168063614877,,0.06645175155813454,0.003438641736514092,0.047496238985600736,0.007350096711798848,0.04388566516226093,0.007264130668386004
MES_PARTO,0.09606705351386202,0.027938964109176866,0.056565656565656555,0.02454330539436922,0.10569525037610136,0.0,0.11953578336557058,0.0642166344294004,0.08794326241134753,0.0027079303675048294,0.0882441435632925,0.05892972275950996,0.09671179883945849,0.036523983652398395,0.040609357997823704,0.07672469374597031,0.05433053943692241,0.0050290135396518386,0.013926499032882012,0.052482269503546106,0.01190629701268,0.08106312292358804,0.06339995701697831,0.002855288773523679,0.0,0.01252468265162201,0.0009806106529975267,0.0,0.08630990758650334,0.04186546314205888,0.0832151300236407,0.021018697614442285,0.017794970986460323,0.0072211476466795595,0.012379110251450665,0.19720610358908236,,0.05424457339350956,0.07483344079088765,0.061121856866537705,0.23584784010315926,0.10307328605200947
DONDE_ATENDIO_PARTO,0.03017408123791101,0.0034386417365140478,0.0,0.00042983021706426426,0.0024930152589726752,0.0,0.0015473887814313025,0.0,0.0012465076294863487,0.0,0.0,0.001977218998495567,0.0006877283473028628,4.302000430200792e-05,0.0003482045701849623,0.0014614227380184586,0.0005587792821835746,0.0,0.0,0.00017193208682568794,0.0005587792821835525,0.0001328903654485014,0.0007736943907157068,0.0,0.0,0.0,0.0,0.0,0.004341285192349042,0.0,0.0,0.0,0.0,0.0,0.0,0.0017623038899635235,0.0,,0.0022781001504405874,0.00021491510853210993,0.10715667311411999,0.2965398667526327
P10_8_abuso,0.0005587792821835303,0.003653556845046202,0.0,0.0,0.010573823339780719,0.0,0.0014614227380184363,0.00017193208682568794,0.003739522888459068,0.0,0.0012894906511927927,0.00034386417365137587,0.0,8.604000860401584e-05,0.00195865070729051,0.00025789813023853193,0.0,0.0,0.0,0.0008166774124221066,0.0,0.0034551495016611478,0.017365140769396104,0.0,0.0,0.0,0.0,0.0,0.03283902858370944,0.0005587792821835746,0.006017623038899656,0.0,0.00042983021706421987,0.0,0.0,0.00021491510853219876,0.001762303889963479,0.0,,0.06851493660004297,0.040575972490866155,0.003567590801633358
