,DOMINIO,T_INSTRUM,ESTRATO,PISOS,P1_2,P1_2_A,FOCOS,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_4_7,P1_4_8,P1_4_9,AGUA,DRENAJE,P1_7,P1_9,P1_10_1,P1_10_2,P1_10_3,P1_10_4,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRA,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,LENG_ESPAÑOL,TRABAJO,P2_14,P2_15,P10_1,P10_3,NACIO_VIV,NACIO_MUERT,ABORTO,P10_5,P10_6ANIO,P10_6MES,P10_8_abuso,P10_8_atencion,P10_7
742,0,0,1,1,2,6,8,1,1,1,0,1,1,1,0,1,0,0,5,2,0.0,1.0,0.0,0.0,1,1,2.0,2.0,2,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,4,3,0,1,1
743,0,4,1,1,3,4,6,0,0,1,0,1,1,1,0,1,0,0,6,1,,,,,0,3,1.0,1.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,11,0,1,1
744,0,0,1,1,2,3,3,0,1,1,0,1,0,1,1,1,0,0,5,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,3,9,0,0,1
745,0,2,1,1,2,3,8,0,1,1,0,1,1,1,1,1,0,0,7,1,,,,,2,1,1.0,1.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,5,7,0,0,1
746,0,2,1,1,1,2,5,0,1,0,0,1,1,1,0,1,0,0,3,1,,,,,0,1,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,2,0,0,4,2,1,1,1,4
747,0,0,1,1,1,2,4,0,0,0,0,1,1,0,0,1,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,2,3,1,0,4
771,0,0,1,1,1,2,5,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,4,3.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,4,1,8,0,0,4
772,0,0,2,2,2,6,15,0,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,4,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,3,8,0,0,4
773,0,0,1,2,1,4,7,0,1,0,0,1,1,0,1,1,0,0,3,1,,,,,1,1,2.0,2.0,4,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,9,5,4,0,1,4
774,0,2,1,2,2,3,4,0,1,0,0,1,1,1,0,0,0,0,6,1,,,,,2,0,1.0,2.0,2,2.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,1,4,1,0,0,1
775,0,0,1,1,1,2,3,1,1,0,0,1,1,1,1,0,0,0,5,1,,,,,1,3,2.0,2.0,1,5.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,1,4,7,0,0,1
776,0,0,1,1,2,2,3,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,5,2.0,2.0,1,1.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,2,9,0,0,1
777,0,0,1,2,1,2,3,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,2,2.0,2.0,2,0.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,1,5,2,0,0,1
778,0,0,1,1,1,2,3,1,1,0,0,1,1,1,0,1,0,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,3,1,0,0,4
780,0,4,1,1,2,3,14,0,1,1,0,1,1,1,1,1,0,0,4,1,,,,,2,0,3.0,1.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,6,1,0,1
781,0,0,2,1,2,4,3,1,1,0,0,1,1,1,1,1,1,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,2,5,0,0,1
782,0,0,2,1,1,3,7,1,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,6,0,1,1
783,0,0,2,2,3,5,30,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,4,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,1,2,7,0,0,1
784,0,0,2,1,1,3,6,0,1,0,0,1,1,1,1,1,1,1,5,1,,,,,1,4,2.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,0,8,0,0,1
785,0,0,1,2,3,5,10,1,1,1,1,1,1,1,1,1,0,0,6,1,,,,,2,4,3.0,1.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,8,0,0,1
786,0,2,1,1,2,4,7,1,1,0,0,1,1,1,0,1,0,0,4,1,,,,,0,3,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,5,0,1,0,0,0,4,8,0,0,1
787,0,0,1,1,2,4,4,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,6,2,3,0,0,1
788,0,0,1,1,1,3,7,0,1,0,0,1,1,1,0,1,0,0,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,4,11,1,1,4
789,0,0,1,1,3,6,12,1,1,1,0,1,1,1,1,1,0,0,6,1,,,,,1,3,2.0,2.0,4,3.0,1,0,0.0,0,,1,,5.0,0,0,1,0,0,1,4,0,0,0,1
790,0,0,1,1,2,4,4,1,1,0,0,1,1,1,1,0,0,0,6,1,,,,,0,1,3.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,4,5,7,0,0,0
791,0,2,1,2,3,4,13,0,1,0,0,1,1,1,0,1,0,0,3,1,,,,,0,2,2.0,2.0,2,1.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,3,6,0,0,1
792,0,2,1,1,2,2,3,0,1,0,0,1,1,0,1,0,2,0,5,1,,,,,2,1,1.0,1.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,4,1,0,0,0,4
793,0,0,1,1,2,3,3,1,1,0,0,1,1,1,1,0,1,0,4,1,,,,,1,2,2.0,2.0,1,1.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,0,10,0,0,0
794,0,0,1,1,1,2,4,0,0,0,0,1,1,0,1,0,1,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,1,2,3,0,0,1
795,0,0,1,1,2,2,3,0,0,0,0,1,1,1,1,0,1,0,5,1,,,,,1,6,2.0,2.0,1,4.0,1,0,0.0,0,,1,,1.0,8,1,2,0,0,4,3,6,0,0,0
796,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,6,4,1,0,0,4
799,0,0,1,1,1,1,2,1,1,0,0,1,1,0,1,0,0,0,4,1,,,,,1,4,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,1,0,1,0,0,0,4,9,0,0,0
800,0,0,1,1,1,5,12,1,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,4,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,2,1,2,0,1,3,3,6,0,0,3
801,0,0,2,1,1,3,5,0,0,0,0,1,1,0,1,0,1,0,4,1,,,,,1,3,2.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,4,5,6,0,0,4
802,0,0,2,1,2,2,4,1,1,0,0,1,1,1,1,0,1,0,8,3,0.0,0.0,0.0,1.0,1,1,2.0,1.0,1,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,0,8,0,0,1
803,0,0,1,1,1,4,8,1,1,0,0,1,1,0,0,1,0,0,4,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,12.0,,2,0,1,0,0,0,0,11,0,0,2
804,0,2,1,2,1,2,4,0,1,0,0,1,1,1,1,1,0,0,3,1,,,,,0,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,1,1,4,2,0,0,1
805,0,0,1,1,2,3,5,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,3,1,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,0,0,11,1,0,4
806,0,0,1,1,1,4,8,1,1,0,1,1,1,1,1,1,0,0,2,1,,,,,1,3,2.0,2.0,4,2.0,1,0,2.0,0,,0,12.0,,4,0,1,0,0,1,5,9,0,0,1
807,0,0,1,1,2,4,7,1,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,4,2.0,2.0,2,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,4,4,4,1,0,4
808,0,0,2,2,2,3,11,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,4,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,5,0,1,1
809,0,0,2,2,2,3,8,0,1,0,1,1,1,1,0,1,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,6.0,3.0,8,0,2,0,0,4,4,5,0,1,4
810,0,0,2,1,2,5,8,0,0,1,0,1,1,0,0,0,0,0,5,1,,,,,0,5,2.0,2.0,4,3.0,1,0,2.0,0,,0,12.0,,2,0,1,0,0,2,5,7,0,0,2
812,0,0,1,1,1,2,7,1,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,3,2.0,2.0,4,3.0,1,0,2.0,0,,0,12.0,,2,0,1,0,1,6,1,3,1,1,2
813,0,0,1,2,2,2,4,1,1,1,0,1,1,0,1,1,0,1,6,1,,,,,0,3,2.0,3.0,1,5.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,0,4,11,0,0,1
814,0,4,1,2,2,4,11,1,1,0,0,1,1,1,1,1,0,0,4,1,,,,,2,2,1.0,1.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,0,2,5,0,0,1
815,0,0,1,1,2,3,4,1,1,0,0,1,1,1,1,1,0,0,4,1,,,,,2,2,3.0,1.0,3,2.0,1,0,2.0,0,,0,12.0,,5,0,1,0,0,9,1,2,0,0,2
816,0,0,1,2,3,4,12,1,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,5,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,3,0,4,0,0,6,5,3,0,0,2
817,0,0,2,1,3,3,6,0,1,0,0,1,1,1,1,0,0,0,6,1,,,,,3,0,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,3,3,0,0,1
818,0,0,2,1,1,5,6,0,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,2,2.0,3.0,1,0.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,0,3,1,0,0,1
819,0,0,1,1,1,2,4,0,1,1,0,1,1,0,1,0,0,0,4,1,,,,,1,2,2.0,3.0,4,3.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,8,0,0,1
820,0,0,1,2,2,5,8,0,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,2,5,0,0,4
821,0,0,1,1,2,3,7,0,1,1,0,1,1,1,1,1,0,0,5,1,,,,,0,4,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,2,4,0,0,1
823,0,0,1,1,2,3,11,1,1,1,0,1,1,1,1,1,0,1,4,1,,,,,1,4,2.0,3.0,4,4.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,4,0,1,0,1
824,0,0,1,1,2,3,8,1,1,1,1,1,1,1,0,1,0,1,4,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,5,4,0,0,1
825,0,0,1,2,2,4,6,0,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,0,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,1,5,7,0,1,1
826,0,2,1,1,1,3,11,1,1,1,1,1,1,1,1,1,0,0,2,1,,,,,0,2,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,2,1,10,0,0,2
827,0,2,1,1,2,3,9,0,1,1,1,1,1,1,1,1,0,0,4,1,,,,,0,4,1.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,2,1,2,0,0,2,4,1,0,0,2
830,0,0,1,1,1,2,8,1,1,1,0,1,1,1,1,1,0,1,3,1,,,,,1,6,2.0,3.0,1,5.0,1,0,2.0,0,,0,10.0,,2,0,1,0,0,3,1,6,0,0,2
831,0,0,1,1,1,1,2,0,1,1,0,1,1,0,1,0,1,1,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,1,1.0,1,,3.0,0,0,1,0,0,1,3,10,0,0,1
832,0,0,1,2,1,3,14,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,0,2,2.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,5,4,0,0,1
836,0,0,2,2,2,5,11,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,4,3.0,1,0,0.0,0,,1,,1.0,0,1,2,0,0,1,4,8,0,0,1
837,0,0,1,1,3,4,8,1,1,0,1,1,1,1,1,1,0,0,5,1,,,,,0,5,2.0,2.0,2,2.0,1,0,,0,,1,,4.0,0,0,1,0,0,1,3,3,0,0,1
839,0,0,2,2,1,1,5,0,1,1,1,1,1,1,1,1,0,0,3,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,0,1,0,4,2,2,1,0,4
840,0,0,2,1,2,5,22,1,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,3.0,2,0.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,1,0,10,1,0,1
841,0,0,2,2,2,4,25,1,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,3,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,1,3,0,1,0,1
842,0,0,2,2,1,2,6,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,3,2.0,3.0,2,2.0,1,0,2.0,0,,0,10.0,,4,0,1,0,0,5,5,8,0,0,4
843,0,0,2,1,3,4,11,1,1,1,0,1,1,1,1,1,0,1,6,1,,,,,1,5,3.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,2,1,10,1,0,2
846,0,0,2,2,1,1,7,1,1,0,1,1,1,1,0,1,0,0,4,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,1,4,5,0,0,1
847,0,0,1,2,2,3,11,0,1,1,0,1,1,1,1,1,0,1,5,1,,,,,1,4,2.0,3.0,4,3.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,5,8,0,0,1
848,0,0,1,0,1,2,3,0,1,0,0,1,1,1,0,0,1,1,3,1,,,,,1,6,3.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,3,4,0,1,2,1,7,0,0,1
849,0,0,2,1,3,5,15,1,1,1,1,1,1,1,0,1,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,1,3,0,0,1
850,0,1,2,1,2,3,7,1,1,0,0,1,1,1,1,1,0,0,3,1,,,,,0,2,3.0,3.0,1,2.0,1,0,2.0,0,,1,,4.0,2,0,1,0,0,4,5,8,0,0,4
851,0,0,2,1,3,6,7,1,1,1,1,1,1,1,1,1,0,1,5,1,,,,,1,4,3.0,3.0,2,2.0,1,0,0.0,0,,1,,4.0,5,1,2,0,0,0,3,6,1,1,0
853,0,0,2,1,3,5,8,1,1,1,0,1,1,1,1,1,0,1,5,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,1,4,7,0,0,1
854,0,0,1,2,2,4,8,0,1,1,0,1,1,1,1,1,0,4,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,1,1,5,0,0,1
855,0,0,1,0,2,3,3,0,1,0,0,1,1,0,0,0,1,1,3,1,,,,,1,5,3.0,2.0,1,5.0,1,0,0.0,0,,1,,3.0,0,0,0,0,1,1,2,5,0,0,1
856,0,2,1,1,1,1,3,0,1,0,0,1,0,1,0,0,1,1,4,1,,,,,0,3,2.0,3.0,0,,1,0,2.0,0,,1,,3.0,5,0,1,0,0,0,2,6,0,0,1
857,0,0,1,1,2,3,4,0,0,0,0,1,1,0,1,1,1,1,8,1,,,,,3,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,8.0,,0,0,1,0,0,1,5,3,0,0,1
858,0,0,1,2,2,3,10,1,1,1,0,1,1,1,1,1,0,1,4,1,,,,,1,4,2.0,2.0,4,4.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,3,11,0,0,1
859,0,0,1,1,1,2,4,1,0,0,1,1,1,1,1,1,0,0,4,1,,,,,0,3,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,0,7,0,0,1
860,0,0,2,2,2,8,16,0,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,4,2.0,2.0,4,3.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,4,0,9,1,0,1
861,0,0,2,2,2,3,10,1,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,3.0,4,2.0,1,0,2.0,0,,1,,1.0,2,1,2,0,0,0,3,6,1,1,0
862,0,0,2,2,3,6,9,0,1,1,1,1,1,1,1,1,0,1,5,1,,,,,2,2,1.0,2.0,2,0.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,5,2,1,0,1
865,0,0,1,1,1,4,6,0,1,1,0,1,1,1,1,1,0,1,6,1,,,,,1,3,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,3,0,1,0,0,3,2,0,0,0,3
866,0,0,1,2,2,4,9,0,1,1,0,1,1,1,1,1,0,1,5,1,,,,,1,4,2.0,2.0,2,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,3,8,0,1,1
867,0,4,2,1,2,5,10,0,1,0,1,1,1,0,0,1,0,0,5,1,,,,,2,2,1.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,4,1,3,0,0,4
868,0,0,1,1,2,3,11,0,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,4,2.0,2.0,2,1.0,1,0,2.0,0,,0,10.0,,0,3,1,0,3,4,5,0,0,0,4
869,0,0,1,2,3,4,11,0,1,1,1,1,1,1,1,1,0,1,3,1,,,,,1,4,2.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,0,0,0,0,1,4,0,1,0,0,4
1002,0,0,1,2,2,4,5,1,0,1,0,1,1,0,1,1,0,0,3,1,,,,,1,1,2.0,2.0,4,3.0,1,1,2.0,0,,0,10.0,,0,0,1,0,0,1,2,8,0,1,1
1004,0,0,1,2,2,4,13,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,0,3,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,2,0,0,1
1009,0,0,1,1,2,2,2,1,1,1,1,1,1,0,1,1,0,0,4,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,2,7,0,0,1
1012,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,4,1,,,,,1,0,2.0,2.0,1,0.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,9,5,9,1,0,4
1013,0,0,1,2,1,2,5,1,0,0,1,1,1,1,1,1,0,0,6,1,,,,,1,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,1,3,2,0,0,1
1014,0,0,0,1,1,2,3,1,0,0,0,1,1,1,0,1,1,1,4,1,,,,,1,4,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,3,6,0,0,1
1015,0,4,1,2,1,1,3,0,1,0,0,1,1,1,0,1,0,0,2,1,,,,,0,2,2.0,2.0,2,0.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,3,7,0,0,1
1016,0,0,0,0,3,3,4,1,1,0,0,1,0,0,0,0,1,1,8,2,0.0,1.0,0.0,0.0,1,1,1.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,5,7,0,0,4
1017,0,0,1,1,1,2,3,0,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,5,4,1,1,1
1018,0,0,1,2,2,4,17,1,1,1,1,1,1,1,1,1,0,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,0,4,9,0,0,0
1019,0,4,0,2,3,5,9,0,1,0,0,1,1,1,0,1,1,1,7,2,0.0,1.0,0.0,0.0,0,1,1.0,2.0,1,1.0,1,0,2.0,0,,1,,1.0,0,0,1,0,1,1,3,1,0,1,1
1020,0,0,0,1,2,2,4,1,1,0,1,1,1,1,1,1,0,1,6,1,,,,,1,2,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,4,1,11,0,0,4
1021,0,2,0,1,2,5,6,1,1,0,0,1,1,1,0,1,0,1,5,1,,,,,3,5,2.0,3.0,1,5.0,1,0,0.0,0,,1,,2.0,0,0,1,0,0,1,0,9,1,1,1
1022,0,2,1,2,4,9,11,0,1,1,0,1,1,1,1,1,0,0,8,1,,,,,2,1,1.0,1.0,2,0.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,3,1,0,1
1023,0,0,1,1,1,1,2,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,4,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,2,0,0,1,2,9,0,0,1
1024,0,1,1,2,2,3,7,1,0,1,1,1,1,0,0,1,0,0,6,1,,,,,0,4,2.0,3.0,2,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,1,4,5,0,0,1
1025,0,1,1,2,1,2,5,1,1,0,0,1,1,1,1,1,0,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,1,1,10,0,0,1
1026,0,0,1,2,2,6,14,1,1,1,1,1,1,1,0,1,0,0,6,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,6,5,3,1,0,1
1027,0,0,1,1,1,1,3,0,1,0,0,1,1,0,0,0,0,0,3,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,7,0,0,1
1028,0,0,1,2,1,1,4,0,1,0,0,1,1,0,0,1,0,0,3,1,,,,,1,1,2.0,3.0,2,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,6,5,0,1,1,4
1029,0,2,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,2,1,,,,,0,3,3.0,3.0,2,1.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,2,0,0,0,1
1030,0,0,1,2,2,4,5,1,1,0,0,1,1,1,0,1,0,0,3,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,2,1,0,2,1,2,6,0,0,1
1031,0,0,1,1,1,1,3,0,1,0,0,1,0,0,0,1,0,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,3,1,0,0,1
1032,0,2,1,1,2,4,8,1,1,0,1,1,1,1,0,1,1,0,4,1,,,,,2,0,1.0,2.0,2,2.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,6,2,0,1,1,1
1033,0,0,1,1,4,4,12,1,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,6,5,7,0,0,1
1034,0,4,1,1,2,4,5,1,1,0,1,1,1,1,1,1,1,0,6,1,,,,,2,1,1.0,1.0,2,1.0,1,1,2.0,0,,0,8.0,,0,0,1,0,0,1,4,7,0,0,1
1035,0,0,1,2,1,2,3,0,1,0,1,1,1,0,1,1,0,0,3,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,5,0,0,1
1036,0,0,1,2,3,5,11,1,1,1,1,1,1,1,1,1,0,0,6,1,,,,,1,5,2.0,3.0,1,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,1,1,0,0,0,1
1037,0,0,1,1,1,2,8,1,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,2,2.0,2.0,4,3.0,1,0,2.0,0,,1,,4.0,2,0,1,0,0,2,2,8,0,0,1
1038,0,2,1,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,3,1,,,,,0,3,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,2,9,0,0,1
1039,0,0,1,1,4,6,13,0,1,1,1,1,1,1,1,1,0,0,6,1,,,,,1,4,3.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,4,10,0,0,1
1040,0,0,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,5,9,0,0,4
1041,0,0,1,1,1,2,4,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,4,2.0,2.0,1,5.0,1,0,2.0,1,0.0,0,10.0,,0,0,1,0,0,1,4,3,0,0,1
1042,0,0,1,1,2,4,9,1,1,1,1,1,1,1,0,1,0,0,6,1,,,,,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,4,1,11,1,0,4
1043,0,0,1,2,5,8,13,0,1,1,1,1,1,1,1,1,0,0,8,2,0.0,1.0,0.0,0.0,1,3,3.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,3,1,1,1
1044,0,0,1,1,1,2,7,0,1,0,1,1,1,0,0,1,0,0,2,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,5,0,0,1
1045,0,1,1,2,2,4,5,1,0,0,0,1,1,1,0,0,0,0,4,1,,,,,2,1,1.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,2,1,2,0,0,2,5,0,0,0,2
1046,0,0,3,2,1,3,4,0,1,1,0,1,1,0,1,0,0,0,4,1,,,,,0,2,2.0,2.0,2,2.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,1,4,11,1,0,1
1047,0,0,3,2,2,4,9,0,1,0,1,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,3,9,1,0,1
1048,0,0,3,2,2,4,16,1,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,10,0,0,1
1049,0,0,3,2,1,2,6,0,1,0,0,1,1,0,1,1,0,0,4,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,0,1,0,1
