,CVE_ENT,SITUACION_CONYUGAL,PISOS,CUARTOS_DORMIR,CUARTOS_TOTAL,FOCOS,AGUA,DRENAJE,NUM_RESIDENTES,NUM_HOGARES,BIENES_DE_VIVIENDA,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRADO_ESCOLAR,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,VERIF_SITUACION_PAREJA,ENTREVISTADA_TRABAJA,PAREJA_TRABAJA,PAREJA_GANANCIAS,PAREJA_GANANCIAS_FRECUENCIA,PAREJA_APORTA_PARA_GASTO,PAREJA_CUANTO_APORTA_GASTO,LIBERTAD_USAR_DINERO,FUENTES_DE_DINERO,PROPIEDADES_DEL_HOGAR,NUM_EMBARAZOS,NACIO_VIV,NACIO_MUERT,ABORTO,ANIO_PARTO,MES_PARTO,DONDE_ATENDIO_PARTO,P10_8_abuso,P10_8_atencion,SERVICIOS_MEDICOS_AFILIADA,DONDE_CONSULTAS_PRENATALES
PROPIEDADES_DEL_HOGAR,0.005342152124141441,-0.005087763927753741,0.0,0.0009157975069956414,0.0008649198677181058,0.03673107102046456,0.0004578987534978207,0.0013736962604935289,0.006094432077603828,25252595.688974,0.000559654032052892,0.006766726023912484,0.0067667260239124396,0.00020366598778005508,0.0032365784741844373,0.00010175527855507127,0.00040702111422028506,0.0002543881963876782,0.0,0.0007203498842294654,0.0001526329178326069,0.0043176972281449896,0.00020351055711014253,0.0,-5.444393595944441e+19,0.0,0.0,0.8184104559020803,0.0015263291783261356,0.0011193080641058062,,8.122957440015455e-09,0.0,0.0,0.0,0.0,0.0004578987534978207,0.0003052658356652138,0.00040702111422028506,0.0,0.0032052912744848783,0.0009666751462731771
NUM_EMBARAZOS,0.00010175527855507127,0.005901806156194378,0.0,0.0,0.0,0.003570996432336804,0.0,0.0,0.0109838896450833,1005027345.4914894,0.0002543881963876782,0.0,0.0003052658356651916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.367497817393725e+16,0.0,0.0,2.156612869472105,5.087763927753563e-05,0.0,0.0,,0.4235563469854998,0.22299669295344698,0.2770287458661918,0.010277283134062575,0.0,0.0,0.0,0.0,0.0,0.0
NACIO_VIV,0.0,0.003714067667260279,0.0,0.0,0.0,0.002907526183347953,0.0,0.0,0.06046776716725477,-39012608.56793518,0.0004578987534978207,0.0001526329178326069,0.0058000508776392175,0.0,0.0,0.0,0.0,0.0,0.0,0.00025726781579626934,0.0,0.0,0.0,0.0,-5.3056843538476984e+20,0.0,0.0,2.234566449603308,0.0,5.087763927753563e-05,0.0,1.3262981554536135,,0.17837700330704656,0.19247010938692444,0.01684049860086494,0.0,0.0,0.0,0.0,0.0,0.0
NACIO_MUERT,0.0,-0.004019333502925449,0.0,0.0,0.0,0.0002934958494365203,0.0,0.0,0.00010503446170571085,3597361.3704574583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1996318225812423e+20,0.0,0.0,0.09488001672136206,0.0,0.0,0.0,0.13281948631069845,0.04670567285677944,,0.024319511574662923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABORTO,0.0,-0.0012210633426608774,0.0,0.0,0.0,0.0014038226538973797,0.0,0.0,0.001198927895497115,1530511541.0904229,0.0,0.0,-0.0027982701602646152,0.0,0.0,0.0,0.0,0.0,0.0,0.0003087213789555232,0.0,0.0,0.0,0.0,1.9424736067386992e+20,0.0,0.0,1.8896174708068982,0.0,0.0,0.0,0.5071729919187731,0.15426100228949377,0.06649707453574154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANIO_PARTO,0.0050368862884762056,0.00035614347494277164,0.0014245738997710421,0.0020351055711015364,0.0037140676672602346,0.025240347247933514,0.0009666751462731992,0.0008649198677181058,0.019906211000494545,197727728.74689406,0.001322818621215971,0.0033579241923174853,0.009768506741287153,0.0014256619144602744,0.014076547649627513,0.0006105316713304276,0.008801831595013998,0.0018824726532689073,0.003968455863647913,0.0021095960895291866,0.0007122869498854989,0.007675906183368863,0.04416179089290258,0.0,-9.54878300721231e+20,0.0027721433400946793,0.000107555794568448,3.2457615155513992,0.0021368608496566076,0.0021877384889341434,0.0005087763927753564,1.0033908592887997e-09,0.0004578987534978207,0.0,0.0,,0.049096921902823706,0.0045789875349783625,0.003968455863647935,0.006003561434749427,0.010582548969727833,0.01678962096158736
MES_PARTO,0.09829559908420249,0.004273721699313171,0.030170440091579744,0.02437038921394048,0.050572373441872306,0.1425822500685525,0.03703892139404734,0.030323073009412373,0.11069201370266424,812985549.5776672,0.0016280844568812292,0.04416179089290255,0.06146018824726529,0.0378818737270876,0.04515797585409711,0.028644110913253605,0.0790638514372933,0.0031544136352073203,0.015059781226151103,0.04713146385387186,0.015517679979648947,0.04930703624733475,0.02762655812770287,0.0007478632478632452,7.240569110425198e+20,0.016430020283975645,0.0011831137402527725,26.68927218151385,0.025337064360213702,0.034444161790892894,0.04645128466039179,0.004753333667241466,0.0003052658356652138,0.0001526329178326069,0.0,0.112541338081913,,0.03932841516153649,0.06659882981429661,0.04568812007122869,0.046349529381836695,0.07468837445942508
DONDE_ATENDIO_PARTO,0.021114220300178087,-0.0011701857033833418,0.00020351055711014253,0.0001526329178326069,0.0,0.010763274635757547,0.0006614093106079632,0.0,0.004777920567671501,79417928.07977143,0.00010175527855507127,0.00035614347494274947,0.004578987534978318,0.0,0.0,0.0,0.0,0.0,0.0006105316713304276,0.0019552354000514473,0.0,0.0012793176972281327,0.0,0.000694444444444442,-1.532690630729479e+18,0.0,0.0,0.9504330621505879,0.0,0.0,0.0,3.015726754984627e-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.06491986771813787,0.417044009157975
P10_8_abuso,0.0001526329178326069,-0.0024930043245993128,0.0,0.0,0.0,0.0009776626773284835,0.0,0.0,0.001677555453040136,685327998.8914788,0.0,0.0,0.001119308064105784,0.0,0.0,0.0002543881963876782,0.0,0.0,0.0,0.00010290712631850773,0.0,0.0,0.0,0.0,-4.826081607444909e+19,0.0,0.0,0.3998388306445174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.10165352327651996,0.0,0.0
P10_8_atencion,0.001119308064105784,-0.001475451539048578,0.0,0.0,0.0,0.0007276087160612565,0.0,0.0,0.000751523768425133,201169652.11564788,0.0,0.0,0.0013228186212159265,0.0,0.0,0.0,0.0,0.0,0.0,0.0003087213789555232,0.0,0.0,0.0,0.0,1.9589989765683788e+21,0.0,0.0,36.02692335220853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10552022386161279,,0.0,0.0
SERVICIOS_MEDICOS_AFILIADA,0.03388450775884,-5.087763927753563e-05,0.004477232256423313,0.0004578987534978207,0.0006105316713304276,0.01799810534352957,0.0018315950139913939,0.0018824726532689073,0.005231310176933101,63506231.78882599,0.0004578987534978207,0.0009157975069956414,0.004477232256423247,0.0,0.0,0.004477232256423313,0.013329941490714847,0.0,0.0013736962604935065,0.0007718034473887414,0.00620707199185957,0.011407249466950953,0.10267107606207074,0.0,-4.214318548571097e+19,0.015212981744421894,0.0,4.271833098194945,0.0006105316713304276,0.003103535995929785,0.0010175527855507127,3.0781501791921075e-10,0.0,0.0,0.0,0.0001526329178326069,0.0005087763927753564,0.06456372424319512,0.00010175527855507127,0.0003052658356652138,,0.04655303993894684
