,CVE_ENT,SITUACION_CONYUGAL,PISOS,CUARTOS_DORMIR,CUARTOS_TOTAL,FOCOS,AGUA,DRENAJE,NUM_RESIDENTES,NUM_HOGARES,BIENES_DE_VIVIENDA,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRADO_ESCOLAR,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,VERIF_SITUACION_PAREJA,ENTREVISTADA_TRABAJA,PAREJA_TRABAJA,PAREJA_GANANCIAS,PAREJA_GANANCIAS_FRECUENCIA,PAREJA_APORTA_PARA_GASTO,PAREJA_CUANTO_APORTA_GASTO,LIBERTAD_USAR_DINERO,FUENTES_DE_DINERO,PROPIEDADES_DEL_HOGAR,NUM_EMBARAZOS,NACIO_VIV,NACIO_MUERT,ABORTO,ANIO_PARTO,MES_PARTO,DONDE_ATENDIO_PARTO,P10_8_abuso,P10_8_atencion,SERVICIOS_MEDICOS_AFILIADA,DONDE_CONSULTAS_PRENATALES
BIENES_DE_VIVIENDA,0.025297726452544224,0.004547094911584249,0.0027426921688920693,0.002093107181522913,0.056838686394803314,0.3647821758098077,0.014796102490075791,0.002020931071815224,0.04583182966438106,0.00039696860339228924,,0.03511367737278963,0.021111512089498373,0.044552845528455245,0.003964030097265536,0.02843738722482858,0.017827499097798637,0.0013352580295922455,0.00728978708047634,0.006383366770016452,0.005052327679538093,0.005264169068203617,0.004691447130999648,0.00015243902439026068,2.389348564505673e+35,0.004529262086513985,0.002900792883388137,4.311732482165098e-06,0.01234211476001441,0.002562251894622847,0.21089859256586072,0.004438830747022759,0.0053049440635149605,0.001443522194153757,0.0009382894261999563,0.16604114038253343,0.009743774810537698,0.0021291952363767575,0.051136773727896066,0.0075063154095994285,0.006640202093107161,0.010790328401299187
PAREN,0.0005052327679538227,0.07120173222663292,0.0,0.029447852760736203,0.09003969686033922,0.13053731012766026,0.0002887044388307558,0.0,0.08599783471670877,0.05012630819198847,0.0,,0.0687116564417178,0.19096657633242997,0.20528537346302073,0.010934680620714543,0.0,0.0,0.0,0.0013861024986321802,0.0,0.007838616714697388,0.006964994586791761,0.00041920731707318916,1.674835138957096e+34,0.0,0.0011989943918004676,2.1886080503463746e-09,0.0,7.217610970768895e-05,0.0425117286178275,0.0,0.00032479249368460027,0.00039696860339228924,0.00010826416456153343,0.045976181883796485,3.608805485384447e-05,0.0,0.026632984482136402,7.217610970768895e-05,0.0,0.0
EDAD,0.003933597979068937,0.006423673763984094,0.00018044027426922238,0.0024539877300613355,0.04951281125947311,0.04212782304212033,0.0007217610970768895,0.0012269938650307122,0.04261999278238902,0.010104655359076143,0.0,0.059581378563695456,,0.05524841915085814,0.07671132317856488,0.010140743413929964,0.023818116203536643,7.217610970768895e-05,0.027246481414651736,0.00992157577968269,0.0005774088776615116,0.08034582132564838,0.0025261638397690023,0.0004954268292683306,1.6559958344784518e+35,0.0008142493638676696,0.0011216399149100997,0.40014595090178773,0.0035366293756766477,0.00494406351497656,0.05525081198123423,0.00992421508480692,0.00512450378924576,0.0015878744135691125,0.0024539877300613134,0.09036448935402383,0.00039696860339228924,0.004005774088776626,0.036773727896066366,0.0013352580295922455,0.003500541320822803,0.004691447130999671
RES_MADRE,0.0,0.002598339949476691,0.0,0.0,0.0252977264525442,0.007969152235829124,0.0001443522194153779,0.0,0.016095272464814146,0.00010826416456153343,0.0,0.14085167809455074,0.005341032118368849,,0.07601394751330522,0.004222302417899693,0.0,0.0,0.0,0.0002918110523436157,0.0,0.002151777137367916,0.0,0.0001524390243902829,9.856726962613675e+34,0.0,0.0005414813382324191,5.6400292669422926e-05,0.0,0.0,0.02403464453265971,0.0,0.0,0.0,0.0,0.02237459400938291,0.0,0.0,0.006892818477084073,0.0,0.0,0.0
RES_PADRE,0.00021652832912306686,0.00021652832912302244,0.0,0.0007217610970768895,0.0010826416456153343,0.012567680772248435,0.0002887044388307558,0.0,0.00479971129556116,0.0016600505232768237,0.00018044027426922238,0.09675207506315411,0.005738000721761094,0.07461607949412823,,0.0,0.0001443522194153779,0.00021652832912306686,0.0,7.295276308592059e-05,0.0007217610970768895,0.0010374639769452187,0.0,0.0,7.453900328069323e+34,0.0,7.735447689034558e-05,0.0,0.0,0.0,0.017394442439552505,0.0,0.0,0.0,7.217610970768895e-05,0.01468783832551428,0.0,0.00010826416456153343,0.010465535907614565,0.0,0.0,0.0
ESCOLARIDAD,0.004077950198484314,0.0032479249368458697,0.00039696860339228924,0.0,0.0038975099242150924,0.11522160700155837,0.00010826416456153343,0.0,0.014904366654637301,0.0,0.0008661133164922675,0.010249007578491542,0.005232767953807315,0.011237579042457058,0.0,,0.36037531577048,0.005449296282930361,0.02883435582822087,0.004778405982126599,0.00010826416456153343,0.0073390970220941435,0.0045470949115842705,0.0005716463414634276,1.6123709978997602e+34,0.006463104325699742,0.0010056081995746037,5.901857803110033e-05,0.00032479249368460027,0.00010826416456153343,0.014074341392998924,3.608805485384447e-05,0.0,0.00018044027426922238,0.0,0.047167087693973306,0.0,0.00010826416456153343,0.01645615301335255,0.0015156983038614679,0.0075063154095994285,0.03262360158787438
GRADO_ESCOLAR,0.008805485384337808,0.0015517863587152015,0.00025261638397691135,0.00010826416456153343,0.009418982316853097,0.29548820621440297,0.002345723565499802,0.0005774088776615116,0.04099603031396608,0.0005774088776615116,0.0,0.01584265608083728,0.026524720317574867,0.02673893405600718,0.0027527986786566538,0.33345362684951285,,0.004294478527607381,0.009238542042583897,0.00043771657851543466,0.0,0.002728146013448596,0.0,0.0,3.148254339213324e+36,0.005190839694656479,0.0013150261071359858,0.0005586856073932722,0.00010826416456153343,0.0011187297004691787,0.06791771923493325,0.00032479249368460027,0.0005774088776615116,0.00032479249368460027,3.608805485384447e-05,0.0691808011548178,0.003861421869361248,0.0010465535907614898,0.021291952363767574,0.0018404907975460238,0.0017683146878383128,0.0001443522194153779
ALFABETISMO,0.0,-0.0005774088776615116,0.0,0.0,0.0,6.578501102365575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.613369467025951e-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.2989162780519,0.0,0.0,0.0005774088776615116,0.0,0.0,0.0,0.0,0.0018044027426922238,0.0,0.0,0.00036088054853844476,0.0,0.0,0.0
ASISTENCIA_ESC,0.0,0.0014074341392998236,0.0,0.0,0.0007217610970768895,0.000815978325924438,0.0,0.0,0.0008661133164922675,0.0,0.0,0.0025622518946229133,0.00021652832912306686,0.005745257452574504,0.0,0.004294478527607381,0.007289787080476362,0.0,,-3.647638154293809e-05,0.0,-0.0005763688760807018,0.0,0.0,4.027845431028706e+33,0.0,0.0,4.5003253035247325e-08,0.0,0.0018044027426922238,0.012991699747383612,0.0,0.0,0.0,0.0,0.02118368819920611,0.0,0.0,0.00862504511006854,0.0,0.0,0.0
PERT_INDIGENA,0.022482858173944444,-0.0009022013713461119,0.0,0.0,0.0012630819198845566,0.02154554953595904,0.0,0.0,0.005882352941176427,0.0,0.00021652832912306686,0.004691447130999671,7.217610970768895e-05,0.005889792231255608,0.0,0.0,0.0001443522194153779,0.0001443522194153779,0.0,,0.026849512811259513,0.0023054755043227628,0.0,0.0,1.172960560667147e+34,0.0,0.00019338619222586395,7.799535524100065e-08,0.0,0.0,0.006784554312522562,0.0,0.0,0.0,0.0,0.011006856730422255,0.0,0.00010826416456153343,0.006134969325153361,0.0,0.0,0.0
LENG_INDIGENA,0.0,-0.00018044027426924458,0.0,0.0,0.0,0.002129591490564886,0.0,0.0,0.0009382894261999563,0.0,0.0,0.0006134969325153561,3.608805485384447e-05,0.001987353206865383,0.0,0.0,0.0,0.0,0.0,0.04420937443005655,,0.0,0.0,0.0,3.0187654142705895e+33,0.0,0.0,0.0,0.0,0.0,0.0062793215445687165,0.0,0.0,0.0,0.0,0.013749548899314368,0.0,0.0,0.0007217610970768451,0.0,0.00018044027426922238,0.0
VERIF_SITUACION_PAREJA,0.006026705160591827,-0.016853121616744925,0.0,0.0,0.023565499819559733,0.005906283265903411,0.0,0.0,0.10411403825333812,0.0,0.00032479249368460027,0.01551786358715268,0.12071454348610611,0.0069015356820234745,0.0,0.0005052327679538227,0.00018044027426922238,0.0,7.217610970768895e-05,0.0008754331570308249,0.00032479249368460027,,0.00010826416456153343,0.0,9.552149527901517e+34,0.0,3.867723844517279e-05,8.818460628390312e-10,0.0,0.0,0.1990617105738001,0.0,7.217610970768895e-05,0.0,0.0,0.032118368819920626,7.217610970768895e-05,0.0001443522194153779,0.0129195236376759,0.00046914471309997816,0.0022735474557921353,3.608805485384447e-05
ENTREVISTADA_TRABAJA,3.608805485384447e-05,0.0007217610970768451,0.0,0.0,0.012702995308552855,0.0012409854004350684,0.0,0.00010826416456153343,0.0002887044388307558,0.0,0.0,0.01815229159148324,0.0,0.005492321589882531,0.0,3.608805485384447e-05,0.0,0.0009022013713461119,0.0,0.00021885828925773953,0.0,0.002228626320845328,,0.0,3.227462209474581e+34,0.0,0.0006575130535679818,0.0,0.12201371346084447,0.01075424034644532,0.007145434861060984,0.0009743774810538009,0.0,0.0,0.00010826416456153343,0.05167809455070373,0.0,0.0,0.008805485384337763,0.0,0.02760736196319018,0.0
PAREJA_TRABAJA,0.0006856730422230451,0.014110429447852745,0.0,0.0,0.019559725730783108,0.24597423070367963,0.0,0.0,0.002057019126669091,0.0,0.0,0.0019487549621075794,3.608805485384447e-05,0.0057452574525744815,0.0,0.0,0.003211836881992047,0.0,0.0,7.295276308592059e-05,0.0,-0.00853025936599423,0.0,,0.0,0.0,0.009901373041964812,0.0,0.00032479249368460027,0.0,0.014832190544929614,0.0,0.0,0.0,0.0,0.04254781667268135,0.0,0.0,0.013929989173583523,3.608805485384447e-05,0.0,0.0
PAREJA_GANANCIAS,0.042692168892096725,0.07986286539155536,0.0005052327679538227,0.0009382894261999563,0.1891014074341393,63.564511091498424,0.0007939372067845785,0.0012269938650307122,0.0686394803320101,0.0,7.217610970768895e-05,0.007650667629014829,0.004511006856730448,0.019584462511291756,0.0005505597357313485,0.002057019126669046,0.0031396607722843583,0.0001443522194153779,0.0,0.06365128579244939,0.00032479249368460027,0.010720461095100876,0.015806568025983393,0.1330792682926829,,0.09938931297709921,0.008122220073486753,-52296.23982355041,0.00267051605918438,0.013244316131360522,0.04507398051245037,0.0031396607722843583,0.00025261638397691135,0.0,0.0,0.08899314326957779,0.00043305665824613373,0.00018044027426922238,0.023962468422951976,0.04655359076145795,0.036593287621797164,0.0015517863587153125
PAREJA_GANANCIAS_FRECUENCIA,0.009310718152291564,0.000505232767953756,0.00032479249368460027,0.0,0.06784554312522555,87.5080933689064,0.0,0.0006134969325153561,0.05315770479971129,0.0,0.0,0.010068567304222342,0.0007217610970768895,0.0065763324299909385,0.0,0.009635510645976142,7.217610970768895e-05,0.0,0.00010826416456153343,0.0367317162137516,0.0,-0.0015754082612872145,0.024431613136052,0.0,1.2068368028020263e+37,,0.001856507445368405,-51216.94341777089,0.0011548177553230231,0.0058101768314688055,0.022663298448213666,0.001696138578130646,0.0,0.0,0.00025261638397691135,0.05626127751714185,7.217610970768895e-05,0.0,0.011187297004691432,0.02349332370985202,0.030277878022374582,0.00025261638397691135
PAREJA_APORTA_PARA_GASTO,0.0,0.050451100685673,0.0,0.0,0.004041862143630471,0.01367131319449415,0.0,0.0,0.005160591844099627,0.0,0.0,0.0012630819198845566,0.0,0.0038301716350496616,0.0,0.0,0.0,0.0,7.217610970768895e-05,0.0005106693416013109,0.0,0.004918347742555218,0.0025261638397690023,0.0,1.1422764811432695e+32,0.0,,0.0,0.0,0.0,0.026416456153013357,0.0,0.0,0.0,0.00010826416456153343,0.03551064597618194,0.0,0.0,0.023854204258390466,0.0,0.0,0.0
PAREJA_CUANTO_APORTA_GASTO,0.0648141465175027,0.010465535907614565,0.003247924936845892,0.0015878744135691346,0.045759653554673395,1.2354254189194425,0.0011548177553230231,0.005052327679538093,0.09653554673403104,0.003464453265968959,0.00010826416456153343,0.03713460844460485,0.017791411042944794,0.03786811201445346,0.004441181868232702,0.002923132443161314,0.004077950198484314,0.00039696860339228924,0.003500541320822803,0.01721685208827286,0.004583182966438115,0.01556195965417868,0.032298809094189807,0.0,2.206872598304613e+36,0.04050890585241729,0.09530071552891121,,0.014615662215806569,0.0029953085528689805,0.1124142908697221,0.0022013713460844243,0.003933597979068937,0.0032118368819920697,0.004511006856730448,0.18679177192349333,0.012847347527968234,0.005557560447491871,0.046156622158065666,0.011909058101768299,0.011945146156622167,0.006531937928545628
LIBERTAD_USAR_DINERO,0.00010826416456153343,0.002381811620353602,0.0,0.00010826416456153343,0.00039696860339228924,0.0014276051719763982,0.0,3.608805485384447e-05,0.0006495849873692005,0.0,0.0,0.00541320822807656,0.0,0.0035049683830171265,0.0,0.0005052327679538227,0.0,0.0010465535907614898,0.0,0.0049972642713843165,0.00025261638397691135,0.0006916426512968199,0.07130999639119451,0.0,6.746832182171854e+32,0.0,0.000928253722684258,0.0,,0.0,0.01429086972212199,0.0,0.0,0.0,0.0,0.015048718874052725,0.0,0.0,0.009924215084806943,0.0,0.0007939372067845785,0.0
FUENTES_DE_DINERO,0.003644893540238181,-0.0012269938650307122,0.0,0.0,0.00032479249368460027,0.0011266747365864748,0.0,0.0,3.608805485384447e-05,0.0,0.0,0.0016239624684230014,0.0001443522194153779,0.0017705510388437151,0.0,0.0,0.0,0.0,0.0010826416456153343,3.647638154296029e-05,0.0009382894261999563,-7.68491834774565e-05,0.00018044027426922238,0.0,8.356476654370623e+32,0.0,0.0003094179075613823,0.44013129697123077,0.0,,0.005738000721761094,0.0,0.0,0.0,0.0,0.012450378924575988,0.0,0.0,0.0010826416456152898,0.0,0.0,0.0
PROPIEDADES_DEL_HOGAR,0.026272103933597978,7.217610970764455e-05,0.00032479249368460027,0.0005052327679538227,0.011872970046914478,0.06748539398244582,0.0,0.003500541320822803,0.003247924936845892,0.0,0.0,0.019523637675929306,0.0016600505232768237,0.01828364950316168,0.0016883831895760926,0.0002887044388307558,0.00025261638397691135,0.0008300252616384229,0.0006134969325153561,0.005982126573043955,0.00032479249368460027,0.01367915465898173,0.0,0.0003810975609755962,7.134039236309017e+35,0.00040712468193380145,-0.00011603171533551837,3.9697243482805786e-05,0.04146517502706604,0.0,,0.00018044027426922238,0.0005413208228076671,0.0016239624684229793,0.00018044027426922238,0.05496210754240349,0.00010826416456153343,0.00025261638397691135,0.019307109346806194,0.0,0.0005774088776615116,0.0028148682785997803
NUM_EMBARAZOS,0.0,-0.0008300252616384451,0.0,0.0007578491519307339,0.0021652832912305575,0.11524106025382044,0.00018044027426922238,0.0,0.00018044027426922238,0.0,0.0010826416456153343,0.003789245759653581,0.0016239624684229793,0.0031436314363143094,0.0,0.0,0.0,0.0,0.0,0.00021885828925773953,0.0,0.0010758885686839692,0.0,0.0,6.862976589522822e+33,0.0,0.0,0.0,0.0,0.0,0.011079032840129899,,0.28412125586430886,0.009491158426560786,0.2005774088776615,0.07834716708769399,0.0,0.0014074341392999346,0.00844460483579934,0.0,0.0,0.00025261638397691135
NACIO_VIV,0.0001443522194153779,-0.0013352580295922455,0.0,0.0,0.0,0.00650753104161621,0.0,0.0,0.0659689642728257,0.0006495849873692005,0.00039696860339228924,0.008516780945507053,0.00039696860339228924,0.011562782294489593,0.0,0.0,0.0001443522194153779,0.0,0.0,0.00021885828925773953,0.0,-0.00011527377521614035,0.0,0.0,9.375281848085662e+33,0.0,3.867723844517279e-05,1.5748315490782262e-06,0.0,0.0005052327679538227,0.014074341392998924,0.26903644893540235,,0.0237820281486828,0.13897509924215085,0.08946228798267775,0.0,0.0,0.007289787080476384,0.0,0.0011187297004691787,7.217610970768895e-05
NACIO_MUERT,0.0,0.00018044027426920018,0.0,0.0,0.0,0.003280836327161052,0.0,0.0,0.00043305665824613373,0.0,0.0,0.0018044027426922238,0.0,0.0031436314363143315,0.0,0.0,0.00018044027426922238,0.0,0.0,0.00018238190771480145,0.0,0.00011527377521614035,0.0,0.0,3.783163605683205e+33,0.0,0.0,1.8970546079799534e-06,0.0,0.0,0.004980151569830405,0.00743413929989174,0.014723926380368102,,0.008444604835799386,0.013749548899314346,0.0,0.0,0.00548538433778416,0.0,0.0,0.0
ABORTO,0.00018044027426922238,-0.00025261638397691135,0.0,0.0,0.0,0.001207303785596081,0.0,0.0,0.00036088054853844476,0.0007217610970768895,0.0,0.0027066041140382914,0.0001443522194153779,0.006070460704607039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00026897214217100893,0.0,0.0,2.2677132544238347e+33,0.0,3.867723844517279e-05,8.0754398368299e-08,0.0,0.0,0.008191988451822474,0.11504871887405269,0.060844460483579964,0.009166365932876185,,0.01905449296282933,0.0,0.0,0.004474918801876582,0.00018044027426922238,0.0,0.0
ANIO_PARTO,0.014723926380368124,0.00664020209310714,0.0007939372067845785,0.00249007578491518,0.014687838325514258,0.07729814136232185,0.0024900757849151576,0.0009743774810538009,0.02237459400938291,0.0008300252616384229,0.0005052327679538227,0.026885600866113378,0.0035366293756766477,0.04444444444444442,0.0013947513305193615,0.0036809815950920254,0.0011187297004691566,0.00010826416456153343,0.0029231324431612917,0.0040124019697245885,0.0007217610970768895,0.010220941402497564,0.013605196679898946,0.0,2.5517590358998927e+35,0.000661577608142494,0.0010829626764649492,2.4562317412346603e-05,0.00032479249368460027,0.010032479249368476,0.05387946589678816,0.029736557199566915,0.013208228076506678,0.0009382894261999563,0.003247924936845892,,0.04171779141104297,0.004366654637315048,0.03168531216167449,0.001623962468422957,0.013857813063875835,0.007542403464453273
MES_PARTO,0.11414651750270659,0.0073258751353301845,0.03226272103933599,0.0252977264525442,0.09213280404186215,0.382208711396875,0.018657524359437037,0.011945146156622188,0.20014435221941537,0.005738000721761094,0.0010465535907614898,0.0629375676651029,0.07982677733670154,0.08415537488708216,0.03497889521013027,0.02785997834716709,0.06156622158065683,0.0011187297004691566,0.014110429447852745,0.04625205179646179,0.005016239624684249,0.042728146013448584,0.02324070732587511,0.0015624999999999778,1.84686346414826e+36,0.03715012722646309,0.0038290466060723503,0.00014049606688786297,0.04142908697221219,0.030133525802959228,0.21992060627932153,0.013677372789606656,0.02223024178996751,0.011439913388668366,0.01414651750270659,0.33966077228437386,,0.025405990617105734,0.07499097798628651,0.037531577047997124,0.042186936124142885,0.05059545290508842
DONDE_ATENDIO_PARTO,0.0075063154095994285,0.0006134969325152894,0.0,0.0,0.003789245759653559,0.007088190204974398,0.0,0.0,0.011584265608083722,0.0002887044388307558,0.00043305665824613373,0.015373511367737324,0.0006134969325153561,0.014272809394760588,0.0,0.003789245759653559,0.0005052327679538227,0.0006495849873692005,0.0,0.0004012401969724744,0.0,0.006224783861671468,0.0,0.0,3.1390338669432385e+34,0.0,0.0005414813382324191,0.0,0.0,0.0,0.013244316131360522,0.0,0.0,0.0,0.0,0.05077589317935767,0.0,,0.022843738722482843,0.0,0.14843016961385783,0.4861060988812703
P10_8_abuso,0.0,-0.0006856730422230451,0.0,0.0,0.0008300252616384229,0.024981550128578965,0.0,0.0,0.0,0.0,0.0,0.0020209310718152683,0.00039696860339228924,0.00473351400180666,0.0,0.0,0.0012269938650307122,0.0,0.0,0.00018238190771477925,0.0,-0.00011527377521614035,0.0,0.0,3.217992040046539e+34,0.0,0.0,0.0,0.0,0.0,0.0054132082280764935,0.0,0.0,0.0016961385781306682,0.0,0.02230241789967522,0.0,0.0,,0.1368459040057741,0.0,7.217610970768895e-05
P10_8_atencion,3.608805485384447e-05,0.0007578491519306229,0.0,0.0,0.006026705160591827,0.03322613530986836,0.0,0.0,0.0011909058101768678,0.0,0.00018044027426922238,0.003139660772284403,0.00010826416456153343,0.0058536585365853485,0.0,0.0,0.0,0.0,0.0,0.0002553346708006776,0.0,-0.0003842459173871493,0.0,0.0,4.6583260019096845e+34,0.0,3.867723844517279e-05,8.771894499659538e-09,0.0,0.0,0.0027066041140382468,0.0,0.0,0.0,0.0,0.011079032840129965,0.0,0.0,0.05322988090941896,,0.0,0.0
